
Sat Sep 12 10:51:47 EDT 2015
numactl --interleave=all ../testing/testing_ssymv -L -N 123 -N 1234 --range 10:90:1 --range 100:900:10 --range 1000:9000:100 --range 10000:20000:2000 --lapack
  510      7.54 (   0.07)     10.41 (   0.05)      8.41 (   0.06)      5.78 (   0.09)   4.19e-07   3.59e-07   3.59e-07   ok
  520      7.43 (   0.07)     11.25 (   0.05)      8.88 (   0.06)      9.35 (   0.06)   3.52e-07   3.81e-07   3.81e-07   ok
  530      7.59 (   0.07)     11.46 (   0.05)      9.08 (   0.06)      8.81 (   0.06)   4.89e-07   4.89e-07   4.89e-07   ok
  540      7.78 (   0.08)     11.73 (   0.05)      9.11 (   0.06)      8.98 (   0.07)   3.96e-07   3.67e-07   4.24e-07   ok
  550      8.31 (   0.07)     12.40 (   0.05)      9.31 (   0.07)      8.65 (   0.07)   4.44e-07   4.72e-07   4.44e-07   ok
  560      8.50 (   0.07)     12.37 (   0.05)      9.65 (   0.07)      8.61 (   0.07)   4.36e-07   4.09e-07   3.81e-07   ok
  570      8.92 (   0.07)     13.00 (   0.05)      9.86 (   0.07)      8.13 (   0.08)   3.75e-07   3.75e-07   3.21e-07   ok
  580      8.41 (   0.08)     12.73 (   0.05)      9.92 (   0.07)      8.12 (   0.08)   3.95e-07   3.95e-07   3.68e-07   ok
  590      8.71 (   0.08)     13.67 (   0.05)     10.26 (   0.07)      7.66 (   0.09)   3.62e-07   4.14e-07   3.62e-07   ok
  600      9.03 (   0.08)     13.63 (   0.05)     10.29 (   0.07)      7.92 (   0.09)   3.81e-07   3.81e-07   4.58e-07   ok
  610      9.20 (   0.08)     13.77 (   0.05)     10.35 (   0.07)      7.11 (   0.10)   3.75e-07   3.75e-07   3.25e-07   ok
  620      9.53 (   0.08)     13.98 (   0.06)     10.69 (   0.07)      7.55 (   0.10)   4.18e-07   3.45e-07   3.94e-07   ok
  630      9.95 (   0.08)     15.02 (   0.05)     11.19 (   0.07)      7.23 (   0.11)   3.88e-07   4.12e-07   3.88e-07   ok
  640      9.89 (   0.08)     14.90 (   0.06)     11.40 (   0.07)     12.42 (   0.07)   3.58e-07   4.05e-07   3.58e-07   ok
  650      9.62 (   0.09)     15.71 (   0.05)     11.75 (   0.07)     11.27 (   0.08)   4.46e-07   4.46e-07   4.23e-07   ok
  660     10.03 (   0.09)     15.57 (   0.06)     11.77 (   0.07)     11.19 (   0.08)   3.70e-07   3.70e-07   3.70e-07   ok
  670     10.33 (   0.09)     16.61 (   0.05)     12.32 (   0.07)     10.56 (   0.09)   3.64e-07   3.87e-07   3.87e-07   ok
  680     10.41 (   0.09)     16.53 (   0.06)     12.18 (   0.08)     10.41 (   0.09)   3.59e-07   3.59e-07   3.59e-07   ok
  690     10.84 (   0.09)     16.73 (   0.06)     12.38 (   0.08)     10.05 (   0.09)   3.98e-07   3.10e-07   3.10e-07   ok
  700     11.43 (   0.09)     17.22 (   0.06)     12.74 (   0.08)      9.92 (   0.10)   3.71e-07   3.92e-07   3.71e-07   ok
  710     10.97 (   0.09)     18.02 (   0.06)     13.11 (   0.08)      9.60 (   0.11)   4.30e-07   4.73e-07   4.73e-07   ok
  720     11.05 (   0.09)     18.22 (   0.06)     13.32 (   0.08)      9.51 (   0.11)   3.81e-07   4.24e-07   3.81e-07   ok
  730     11.87 (   0.09)     19.38 (   0.06)     13.69 (   0.08)      8.90 (   0.12)   4.18e-07   4.18e-07   4.60e-07   ok
  740     11.08 (   0.10)     19.25 (   0.06)     13.69 (   0.08)      9.22 (   0.12)   4.54e-07   4.12e-07   4.54e-07   ok
  750     11.61 (   0.10)     19.44 (   0.06)     13.94 (   0.08)      8.88 (   0.13)   4.48e-07   4.48e-07   4.48e-07   ok
  760     12.19 (   0.09)     19.97 (   0.06)     14.27 (   0.08)      9.03 (   0.13)   4.42e-07   4.42e-07   4.42e-07   ok
  770     11.53 (   0.10)     20.49 (   0.06)     14.48 (   0.08)     12.64 (   0.09)   4.76e-07   4.36e-07   4.36e-07   ok
  780     12.20 (   0.10)     20.69 (   0.06)     14.68 (   0.08)     13.10 (   0.09)   5.48e-07   5.09e-07   5.09e-07   ok
  790     12.51 (   0.10)     21.14 (   0.06)     15.24 (   0.08)     12.51 (   0.10)   4.64e-07   4.64e-07   4.25e-07   ok
  800     12.44 (   0.10)     21.76 (   0.06)     15.45 (   0.08)     12.11 (   0.11)   4.96e-07   5.72e-07   5.34e-07   ok
  810     12.76 (   0.10)     22.68 (   0.06)     15.66 (   0.08)     11.50 (   0.11)   5.27e-07   6.40e-07   5.65e-07   ok
  820     13.07 (   0.10)     22.41 (   0.06)     15.64 (   0.09)     11.50 (   0.12)   5.58e-07   5.21e-07   5.58e-07   ok
  830     13.15 (   0.10)     22.60 (   0.06)     16.21 (   0.09)     11.13 (   0.12)   5.88e-07   5.52e-07   5.15e-07   ok
  840     12.97 (   0.11)     23.52 (   0.06)     16.42 (   0.09)     11.40 (   0.12)   7.27e-07   6.90e-07   6.54e-07   ok
  850     13.16 (   0.11)     23.70 (   0.06)     16.44 (   0.09)     10.72 (   0.13)   5.03e-07   4.67e-07   5.39e-07   ok
  860     13.22 (   0.11)     23.89 (   0.06)     16.65 (   0.09)     10.73 (   0.14)   5.68e-07   5.68e-07   6.03e-07   ok
  870     13.64 (   0.11)     24.83 (   0.06)     16.64 (   0.09)     10.67 (   0.14)   5.96e-07   5.61e-07   5.61e-07   ok
  880     13.96 (   0.11)     25.01 (   0.06)     17.02 (   0.09)     10.49 (   0.15)   4.86e-07   4.86e-07   4.86e-07   ok
  890     14.03 (   0.11)     25.10 (   0.06)     17.23 (   0.09)     10.17 (   0.16)   5.83e-07   5.83e-07   5.49e-07   ok
  900     13.88 (   0.12)     25.77 (   0.06)     17.05 (   0.10)     14.11 (   0.11)   5.09e-07   5.09e-07   5.09e-07   ok
 1000     16.02 (   0.12)     29.46 (   0.07)     18.87 (   0.11)     11.84 (   0.17)   5.80e-07   5.80e-07   5.49e-07   ok
 1100     17.55 (   0.14)     32.77 (   0.07)     21.25 (   0.11)     13.84 (   0.17)   5.83e-07   5.83e-07   6.10e-07   ok
 1200     19.50 (   0.15)     36.52 (   0.08)     23.25 (   0.12)     15.66 (   0.18)   5.59e-07   5.59e-07   5.59e-07   ok
 1300     20.77 (   0.16)     40.19 (   0.08)     25.61 (   0.13)     16.99 (   0.20)   5.63e-07   5.87e-07   6.34e-07   ok
 1400     23.21 (   0.17)     45.08 (   0.09)     28.22 (   0.14)     14.74 (   0.27)   6.54e-07   6.98e-07   6.54e-07   ok
 1500     24.88 (   0.18)     47.94 (   0.09)     29.06 (   0.15)     16.14 (   0.28)   7.32e-07   6.10e-07   6.51e-07   ok
 1600     26.96 (   0.19)     51.28 (   0.10)     31.23 (   0.16)     17.43 (   0.29)   8.77e-07   8.01e-07   8.01e-07   ok
 1700     28.64 (   0.20)     57.35 (   0.10)     33.27 (   0.17)     18.55 (   0.31)   7.90e-07   7.90e-07   7.18e-07   ok
 1800     30.15 (   0.22)     61.80 (   0.10)     36.21 (   0.18)     19.30 (   0.34)   9.16e-07   8.82e-07   9.16e-07   ok
 1900     32.72 (   0.22)     63.92 (   0.11)     38.02 (   0.19)     17.45 (   0.41)   8.35e-07   7.71e-07   8.35e-07   ok
 2000     33.64 (   0.24)     62.99 (   0.13)     38.11 (   0.21)     18.79 (   0.43)   8.85e-07   9.16e-07   8.54e-07   ok
 2100     36.14 (   0.24)     63.92 (   0.14)     24.45 (   0.36)     19.52 (   0.45)   1.02e-06   1.08e-06   9.88e-07   ok
 2200     37.23 (   0.26)     66.26 (   0.15)     25.61 (   0.38)     19.06 (   0.51)   8.60e-07   8.60e-07   8.60e-07   ok
 2300     39.32 (   0.27)     64.62 (   0.16)     25.95 (   0.41)     17.85 (   0.59)   8.49e-07   9.02e-07   9.02e-07   ok
 2400     40.86 (   0.28)     70.67 (   0.16)     27.17 (   0.42)     19.27 (   0.60)   8.65e-07   8.39e-07   8.90e-07   ok
 2500     41.56 (   0.30)     74.08 (   0.17)     28.29 (   0.44)     19.84 (   0.63)   8.30e-07   8.79e-07   8.54e-07   ok
 2600     43.77 (   0.31)     76.87 (   0.18)     29.15 (   0.46)     21.07 (   0.64)   7.98e-07   7.51e-07   7.98e-07   ok
 2700     45.02 (   0.32)     76.76 (   0.19)     30.27 (   0.48)     21.17 (   0.69)   9.27e-07   8.59e-07   8.36e-07   ok
 2800     47.85 (   0.33)     80.43 (   0.20)     31.63 (   0.50)     20.56 (   0.76)   9.81e-07   9.81e-07   9.81e-07   ok
 2900     49.04 (   0.34)     83.32 (   0.20)     32.85 (   0.51)     21.32 (   0.79)   1.05e-06   1.09e-06   1.09e-06   ok
 3000     50.18 (   0.36)     83.82 (   0.21)     33.72 (   0.53)     21.80 (   0.83)   1.10e-06   9.77e-07   9.77e-07   ok
 3100     52.09 (   0.37)     87.37 (   0.22)     34.64 (   0.56)     22.30 (   0.86)   1.10e-06   1.14e-06   1.18e-06   ok
 3200     53.77 (   0.38)     85.33 (   0.24)     35.39 (   0.58)     22.15 (   0.93)   1.07e-06   1.14e-06   1.07e-06   ok
 3300     55.45 (   0.39)     92.30 (   0.24)     36.42 (   0.60)     20.52 (   1.06)   1.18e-06   1.26e-06   1.18e-06   ok
 3400     56.30 (   0.41)     93.27 (   0.25)     38.04 (   0.61)     22.09 (   1.05)   1.11e-06   1.18e-06   1.08e-06   ok
 3500     58.34 (   0.42)     96.43 (   0.25)     38.72 (   0.63)     21.86 (   1.12)   1.15e-06   1.08e-06   1.12e-06   ok
 3600     59.72 (   0.43)     98.95 (   0.26)     39.83 (   0.65)     24.44 (   1.06)   1.19e-06   1.19e-06   1.29e-06   ok
 3700     61.69 (   0.44)    101.03 (   0.27)     40.86 (   0.67)     22.10 (   1.24)   1.19e-06   1.19e-06   1.12e-06   ok
 3800     62.52 (   0.46)    102.77 (   0.28)     41.68 (   0.69)     23.89 (   1.21)   1.41e-06   1.41e-06   1.38e-06   ok
 3900     65.45 (   0.46)     99.78 (   0.30)     43.10 (   0.71)     23.37 (   1.30)   1.22e-06   1.19e-06   1.25e-06   ok
 4000     65.33 (   0.49)     99.08 (   0.32)     43.38 (   0.74)     24.34 (   1.32)   1.53e-06   1.28e-06   1.40e-06   ok
 4100     65.57 (   0.51)     93.41 (   0.36)     34.00 (   0.99)     23.48 (   1.43)   1.40e-06   1.37e-06   1.34e-06   ok
 4200     68.40 (   0.52)    101.66 (   0.35)     33.23 (   1.06)     21.90 (   1.61)   1.31e-06   1.34e-06   1.34e-06   ok
 4300     69.54 (   0.53)    105.04 (   0.35)     33.84 (   1.09)     22.07 (   1.68)   1.42e-06   1.50e-06   1.48e-06   ok
 4400     71.88 (   0.54)    105.00 (   0.37)     34.86 (   1.11)     22.27 (   1.74)   1.28e-06   1.28e-06   1.28e-06   ok
 4500     72.09 (   0.56)    107.74 (   0.38)     35.56 (   1.14)     22.64 (   1.79)   1.36e-06   1.36e-06   1.41e-06   ok
 4600     74.38 (   0.57)    105.30 (   0.40)     36.33 (   1.17)     22.34 (   1.89)   1.17e-06   1.25e-06   1.22e-06   ok
 4700     74.50 (   0.59)    109.09 (   0.41)     36.83 (   1.20)     22.40 (   1.97)   1.45e-06   1.43e-06   1.45e-06   ok
 4800     77.05 (   0.60)    106.92 (   0.43)     37.65 (   1.22)     22.08 (   2.09)   1.55e-06   1.60e-06   1.55e-06   ok
 4900     77.96 (   0.62)    111.73 (   0.43)     38.15 (   1.26)     23.02 (   2.09)   1.42e-06   1.49e-06   1.42e-06   ok
 5000     79.27 (   0.63)    112.11 (   0.45)     38.41 (   1.30)     22.06 (   2.27)   1.37e-06   1.42e-06   1.46e-06   ok
 5100     79.18 (   0.66)    113.37 (   0.46)     38.17 (   1.36)     22.63 (   2.30)   1.39e-06   1.39e-06   1.39e-06   ok
 5200     80.88 (   0.67)    111.48 (   0.49)     40.67 (   1.33)     21.41 (   2.53)   1.39e-06   1.39e-06   1.36e-06   ok
 5300     81.30 (   0.69)    115.36 (   0.49)     41.43 (   1.36)     21.99 (   2.56)   1.57e-06   1.36e-06   1.38e-06   ok
 5400     83.33 (   0.70)    116.23 (   0.50)     42.09 (   1.39)     21.64 (   2.70)   1.51e-06   1.51e-06   1.56e-06   ok
 5500     84.40 (   0.72)    115.73 (   0.52)     42.79 (   1.41)     21.69 (   2.79)   1.27e-06   1.31e-06   1.31e-06   ok
 5600     86.15 (   0.73)    118.36 (   0.53)     43.20 (   1.45)     21.34 (   2.94)   1.48e-06   1.48e-06   1.44e-06   ok
 5700     86.43 (   0.75)    119.51 (   0.54)     43.85 (   1.48)     21.75 (   2.99)   1.54e-06   1.41e-06   1.50e-06   ok
 5800     88.09 (   0.76)    119.75 (   0.56)     44.62 (   1.51)     21.06 (   3.19)   1.56e-06   1.56e-06   1.52e-06   ok
 5900     89.15 (   0.78)    116.82 (   0.60)     45.42 (   1.53)     22.51 (   3.09)   1.45e-06   1.49e-06   1.53e-06   ok
 6000     89.02 (   0.81)    119.38 (   0.60)     46.28 (   1.56)     21.43 (   3.36)   1.79e-06   1.83e-06   1.83e-06   failed
 6100     89.76 (   0.83)    118.70 (   0.63)     46.60 (   1.60)     21.27 (   3.50)   1.60e-06   1.56e-06   1.60e-06   ok
 6200     93.43 (   0.82)    119.94 (   0.64)     37.02 (   2.08)     20.93 (   3.67)   1.73e-06   1.69e-06   1.65e-06   ok
 6300     93.20 (   0.85)    120.83 (   0.66)     38.00 (   2.09)     21.19 (   3.75)   1.78e-06   1.59e-06   1.63e-06   ok
 6400     94.62 (   0.87)    119.78 (   0.68)     38.44 (   2.13)     21.54 (   3.80)   1.87e-06   1.95e-06   1.87e-06   failed
 6500     95.26 (   0.89)    121.10 (   0.70)     39.00 (   2.17)     21.02 (   4.02)   1.73e-06   1.92e-06   1.84e-06   failed
 6600     97.90 (   0.89)    121.86 (   0.72)     39.69 (   2.20)     21.75 (   4.01)   1.89e-06   1.89e-06   1.92e-06   failed
 6700     98.03 (   0.92)    122.84 (   0.73)     40.23 (   2.23)     21.04 (   4.27)   1.71e-06   1.60e-06   1.64e-06   ok
 6800    100.09 (   0.92)    122.34 (   0.76)     40.43 (   2.29)     21.36 (   4.33)   1.72e-06   1.72e-06   1.76e-06   ok
 6900     99.19 (   0.96)    122.87 (   0.78)     41.23 (   2.31)     22.61 (   4.21)   1.56e-06   1.63e-06   1.63e-06   ok
 7000    101.56 (   0.97)    124.73 (   0.79)     41.96 (   2.34)     23.13 (   4.24)   1.74e-06   1.74e-06   1.64e-06   ok
 7100    102.48 (   0.98)    123.56 (   0.82)     42.42 (   2.38)     21.92 (   4.60)   1.82e-06   1.79e-06   1.65e-06   failed
 7200    103.28 (   1.00)    126.14 (   0.82)     42.93 (   2.42)     22.73 (   4.56)   1.86e-06   1.86e-06   1.83e-06   failed
 7300    104.19 (   1.02)    126.62 (   0.84)     43.29 (   2.46)     21.86 (   4.88)   1.74e-06   1.81e-06   1.91e-06   failed
 7400    104.63 (   1.05)    127.83 (   0.86)     44.01 (   2.49)     22.55 (   4.86)   1.78e-06   1.81e-06   1.85e-06   failed
 7500    106.24 (   1.06)    127.41 (   0.88)     44.69 (   2.52)     23.24 (   4.84)   1.86e-06   1.92e-06   1.82e-06   failed
 7600    107.78 (   1.07)    127.39 (   0.91)     44.78 (   2.58)     23.04 (   5.02)   1.61e-06   1.57e-06   1.57e-06   ok
 7700    107.23 (   1.11)    126.99 (   0.93)     45.51 (   2.61)     22.69 (   5.23)   2.03e-06   1.97e-06   2.03e-06   failed
 7800    108.46 (   1.12)    125.72 (   0.97)     46.13 (   2.64)     22.90 (   5.32)   1.82e-06   1.82e-06   1.88e-06   failed
 7900    106.97 (   1.17)    128.30 (   0.97)     46.65 (   2.68)     22.91 (   5.45)   1.82e-06   1.92e-06   1.82e-06   failed
 8000    106.58 (   1.20)    125.04 (   1.02)     46.22 (   2.77)     23.06 (   5.55)   1.95e-06   1.92e-06   1.95e-06   failed
 8100    106.53 (   1.23)    132.57 (   0.99)     47.19 (   2.78)     22.52 (   5.83)   1.87e-06   1.90e-06   1.96e-06   failed
 8200    105.98 (   1.27)    128.94 (   1.04)     40.76 (   3.30)     22.43 (   6.00)   1.79e-06   1.79e-06   1.73e-06   ok
 8300    107.49 (   1.28)    130.00 (   1.06)     40.47 (   3.41)     23.14 (   5.95)   2.35e-06   2.32e-06   2.24e-06   failed
 8400    104.70 (   1.35)    131.05 (   1.08)     40.81 (   3.46)     22.56 (   6.26)   1.83e-06   1.80e-06   1.80e-06   failed
 8500    105.64 (   1.37)    131.03 (   1.10)     41.20 (   3.51)     22.65 (   6.38)   2.01e-06   2.13e-06   2.07e-06   failed
 8600    104.99 (   1.41)    130.22 (   1.14)     41.66 (   3.55)     22.99 (   6.43)   1.73e-06   1.70e-06   1.76e-06   ok
 8700    104.49 (   1.45)    132.24 (   1.14)     41.80 (   3.62)     22.11 (   6.85)   1.96e-06   1.99e-06   1.91e-06   failed
 8800    103.32 (   1.50)    130.72 (   1.18)     42.31 (   3.66)     22.25 (   6.96)   1.97e-06   1.91e-06   1.97e-06   failed
 8900    102.62 (   1.54)    131.49 (   1.20)     42.77 (   3.70)     21.90 (   7.24)   1.92e-06   1.89e-06   1.89e-06   failed
 9000    104.05 (   1.56)    131.82 (   1.23)     42.99 (   3.77)     22.87 (   7.09)   2.12e-06   1.95e-06   1.95e-06   failed
10000    102.79 (   1.95)    134.06 (   1.49)     47.61 (   4.20)     23.07 (   8.67)   2.32e-06   2.34e-06   2.37e-06   failed
12000    103.79 (   2.77)    139.35 (   2.07)     46.40 (   6.21)     22.99 (  12.53)   2.20e-06   2.36e-06   2.20e-06   failed
14000    109.63 (   3.58)    141.79 (   2.76)     47.11 (   8.32)     23.63 (  16.59)   2.69e-06   2.86e-06   2.93e-06   failed
16000    111.07 (   4.61)    139.10 (   3.68)     47.04 (  10.89)     23.11 (  22.15)   2.72e-06   2.69e-06   2.66e-06   failed
18000    108.86 (   5.95)    144.45 (   4.49)     46.56 (  13.92)     25.10 (  25.81)   2.63e-06   2.77e-06   2.66e-06   failed
20000    110.47 (   7.24)    147.04 (   5.44)     47.46 (  16.86)     24.23 (  33.02)   2.93e-06   2.95e-06   3.03e-06   failed
Sat Sep 12 10:54:33 EDT 2015
